,track_name,track_id,artist_name,artist_id
38,Call It What You Want,3300013,Taylor Swift,1177
39,Question...?,8485912,Taylor Swift,1177
40,"thank u, next",4063065,Ariana Grande,26507
41,7 rings,4067762,Ariana Grande,26507
42,God is a woman,3681280,Ariana Grande,26507
43,Side To Side,2457495,Ariana Grande,26507
44,no tears left to cry,3649172,Ariana Grande,26507
45,34+35,6071429,Ariana Grande,26507
46,"break up with your girlfriend, i’m bored",4226433,Ariana Grande,26507
47,breathin,3681287,Ariana Grande,26507
48,positions,6068618,Ariana Grande,26507
49,Stuck with U,5524080,Ariana Grande & Justin Bieber,2000746
50,"yes, and?",9888882,Ariana Grande,26507
51,pov,6094314,Ariana Grande,26507
52,imagine,4067749,Ariana Grande,26507
53,Boyfriend,4737178,Ariana Grande & Social House,1898307
54,needy,4000336,Ariana Grande,26507
55,Bang Bang,486355,"Jessie J, Ariana Grande & Nicki Minaj",1212411
56,ghostin,4067759,Ariana Grande,26507
57,in my head,4114857,Ariana Grande,26507
58,pete davidson,3788156,Ariana Grande,26507
59,One Last Time,500846,Ariana Grande,26507
60,Let Me Love You,2437285,Ariana Grande,26507
61,sweetener,3681285,Ariana Grande,26507
62,Rain On Me,5317861,Lady Gaga & Ariana Grande,2155035
63,R.E.M.,3681276,Ariana Grande,26507
64,Dangerous Woman,2429192,Ariana Grande,26507
65,NASA,4067750,Ariana Grande,26507
66,bloodline,4067752,Ariana Grande,26507
67,Into You,2465219,Ariana Grande,26507
68,MONOPOLY,4426630,Ariana Grande & Victoria Monét,1775607
69,fake smile,4067754,Ariana Grande,26507
70,goodnight n go,3765838,Ariana Grande,26507
71,the light is coming,3690801,Ariana Grande,26507
72,we can’t be friends (wait for your love),10029450,Ariana Grande,26507
73,34+35 (Remix),6123723,Ariana Grande,26507
74,Save Your Tears (Remix),6722709,The Weeknd & Ariana Grande,3450866
75,bad idea,4067757,Ariana Grande,26507
76,better off,3760088,Ariana Grande,26507
77,Die For You (Remix),8855026,The Weeknd & Ariana Grande,3450866
78,make up,4067758,Ariana Grande,26507
79,Problem,405888,Ariana Grande,26507
80,Rap God,235729,Eminem,45
81,Lose Yourself,207,Eminem,45
82,Killshot,3958196,Eminem,45
83,Godzilla,5180439,Eminem,45
84,The Real Slim Shady,531,Eminem,45
85,Without Me,811,Eminem,45
86,Stan,772,Eminem,45
87,Mockingbird,1797,Eminem,45
88,The Monster,235732,Eminem,45
89,Lucky You,3930558,Eminem,45
90,The Ringer,3930546,Eminem,45
91,Venom,3930594,Eminem,45
92,’Till I Collapse,440,Eminem,45
93,Superman,564,Eminem,45
94,River,3350680,Eminem,45
95,Not Alike,3930563,Eminem,45
96,Berzerk,210094,Eminem,45
97,Fall,3930586,Eminem,45
98,8 Mile: B-Rabbit vs Papa Doc,49065,Eminem,45
99,Forever,147,"Drake, Kanye West, Lil Wayne & Eminem",1487427
100,Love the Way You Lie,532,Eminem,45
101,Kamikaze,3930564,Eminem,45
102,Cleanin’ Out My Closet,873,Eminem,45
103,Walk on Water,3309339,Eminem,45
104,Bad Guy,235723,Eminem,45
105,Beautiful,545,Eminem,45
106,Not Afraid,463,Eminem,45
107,When I’m Gone,1239,Eminem,45
108,The Way I Am,1197,Eminem,45
109,No Love,530,Eminem,45
110,My Name Is,68,Eminem,45
111,Headlights,235735,Eminem,45
112,Survival,204622,Eminem,45
113,Like Toy Soldiers,735,Eminem,45
114,Sing for the Moment,1010,Eminem,45
115,Greatest,3930555,Eminem,45
116,Love Game,249719,Eminem,45
117,Space Bound,561,Eminem,45
118,Unaccommodating,5180464,Eminem,45
119,Legacy,235727,Eminem,45
120,rockstar,2942139,Post Malone,326362
121,White Iverson,698675,Post Malone,326362
122,Congratulations,2865735,Post Malone,326362
123,Psycho,2961138,Post Malone,326362
124,Sunflower,3993850,Post Malone & Swae Lee,1609233
125,I Fall Apart,2900237,Post Malone,326362
126,Circles,4759464,Post Malone,326362
127,Better Now,3646568,Post Malone,326362
128,Wow.,4179509,Post Malone,326362
129,Stay,3627785,Post Malone,326362
130,Go Flex,1868520,Post Malone,326362
131,Goodbyes,4387319,Post Malone,326362
132,Candy Paint,3007474,Post Malone,326362
133,Hollywood’s Bleeding,4839087,Post Malone,326362
134,Feeling Whitney,2900257,Post Malone,326362
135,Deja Vu,2823963,Post Malone,326362
136,Take What You Want,4839109,Post Malone,326362
137,Paranoid,3646558,Post Malone,326362
138,Over Now,3646564,Post Malone,326362
139,Too Young,1404635,Post Malone,326362
140,No Option,2900225,Post Malone,326362
141,Die For Me,4839107,Post Malone,326362
142,Rich & Sad,3646570,Post Malone,326362
143,92 Explorer,3646561,Post Malone,326362
144,Saint-Tropez,4839340,Post Malone,326362
145,Ball For Me,3646571,Post Malone,326362
146,One Right Now,7351607,Post Malone & The Weeknd,2938464
147,Spoil My Night,3646569,Post Malone,326362
148,Otherside,3646562,Post Malone,326362
149,Feel,2900174,Post Malone,326362
150,Zack and Codeine,3646566,Post Malone,326362
151,A Thousand Bad Times,4839099,Post Malone,326362
152,Leave,2900246,Post Malone,326362
153,Same Bitches,3646559,Post Malone,326362
154,Sugar Wraith,3646565,Post Malone,326362
155,Motley Crew,6962915,Post Malone,326362
156,Enemies,4839342,Post Malone,326362
157,On the Road,4839108,Post Malone,326362
158,Blame It On Me,3646560,Post Malone,326362
159,Patient,2900241,Post Malone,326362
160,Mercy,70324,Kanye West,72
161,Niggas in Paris,51899,JAY-Z & Kanye West,652275
162,Monster,1149,Kanye West,72
163,"Father Stretch My Hands, Pt. 1",2412669,Kanye West,72
164,Ultralight Beam,2413549,Kanye West,72
165,Bound 2,158615,Kanye West,72
166,Clique,87225,"Kanye West, JAY-Z & Big Sean",1950873
167,I Love It,3944360,Lil Pump & Kanye West,1572772
168,No Church in the Wild,52020,JAY-Z & Kanye West,652275
169,New Slaves,152640,Kanye West,72
170,Runaway,1295,Kanye West,72
171,Blood On the Leaves,167180,Kanye West,72
172,Black Skinhead,152933,Kanye West,72
173,Forever,147,"Drake, Kanye West, Lil Wayne & Eminem",1487427
174,No More Parties in LA,2403856,Kanye West,72
175,Famous,2412662,Kanye West,72
176,POWER,510,Kanye West,72
177,Ghost Town,3756523,Kanye West,72
178,All Mine,3720959,Kanye West,72
179,Don’t Like.1,72024,"Kanye West, Chief Keef, Pusha T, Big Sean & Jadakiss",1950932
180,Wolves,2421668,Kanye West,72
181,Gold Digger,1267,Kanye West,72
182,I Love Kanye,2422080,Kanye West,72
183,Real Friends,2403628,Kanye West,72
184,Off The Grid,6576850,Kanye West,72
185,Can’t Tell Me Nothing,848,Kanye West,72
186,Devil In a New Dress,1207,Kanye West,72
187,Gorgeous,1791,Kanye West,72
188,Saint Pablo,2428259,Kanye West,72
189,Pt. 2,2421998,Kanye West,72
190,Dark Fantasy,1660,Kanye West,72
191,Hold My Liquor,171397,Kanye West,72
192,FML,2421661,Kanye West,72
193,All of the Lights,1781,Kanye West,72
194,Waves,2412668,Kanye West,72
195,CARNIVAL,10035948,"¥$, Kanye West, Ty Dolla $ign & Rich The Kid",3859642
196,Lift Yourself,3680634,Kanye West,72
197,All Day,482233,Kanye West,72
198,Blame Game,1944,Kanye West,72
199,I Am a God,167267,Kanye West,72
200,lovely,3422526,Billie Eilish & Khalid,1444143
201,when the party’s over,3484874,Billie Eilish,615550
202,Happier Than Ever,6533253,Billie Eilish,615550
203,bad guy,4271772,Billie Eilish,615550
204,everything i wanted,5013279,Billie Eilish,615550
205,idontwannabeyouanymore,3143252,Billie Eilish,615550
206,bury a friend,4266880,Billie Eilish,615550
207,i love you,4186978,Billie Eilish,615550
208,Your Power,6749869,Billie Eilish,615550
209,wish you were gay,3256574,Billie Eilish,615550
210,No Time To Die,5173169,Billie Eilish,615550
211,ocean eyes,2403346,Billie Eilish,615550
212,Therefore I Am,6151003,Billie Eilish,615550
213,my future,5798642,Billie Eilish,615550
214,bellyache,3001600,Billie Eilish,615550
215,all the good girls go to hell,4186971,Billie Eilish,615550
216,xanny,4271764,Billie Eilish,615550
217,you should see me in a crown,3844633,Billie Eilish,615550
218,ilomilo,4271788,Billie Eilish,615550
219,COPYCAT,3143254,Billie Eilish,615550
220,listen before i go,3237820,Billie Eilish,615550
221,my strange addiction,4271787,Billie Eilish,615550
222,What Was I Made For?,9303875,Billie Eilish,615550
223,watch,3138202,Billie Eilish,615550
224,hostage,3143259,Billie Eilish,615550
225,my boy,3041924,Billie Eilish,615550
226,Six Feet Under,2800298,Billie Eilish,615550
227,Bored,3038886,Billie Eilish,615550
228,NDA,6749856,Billie Eilish,615550
229,8,4271785,Billie Eilish,615550
230,bitches broken hearts,3319759,Billie Eilish,615550
231,bad guy,4686805,Billie Eilish & Justin Bieber,1882687
232,come out and play,4105029,Billie Eilish,615550
233,Male Fantasy,6749870,Billie Eilish,615550
234,goodbye,4271789,Billie Eilish,615550
235,party favor,3143257,Billie Eilish,615550
236,Billie Bossa Nova,6749865,Billie Eilish,615550
237,6.18.18,3990793,Billie Eilish,615550
238,The 30th,8221062,Billie Eilish,615550
239,Oxytocin,6749815,Billie Eilish,615550
240,SICKO MODE,3876994,Travis Scott,20185
241,goosebumps,2849767,Travis Scott,20185
242,BUTTERFLY EFFECT,3089187,Travis Scott,20185
243,HIGHEST IN THE ROOM,4497172,Travis Scott,20185
244,Antidote,2145913,Travis Scott,20185
245,STARGAZING,3648112,Travis Scott,20185
246,beibs in the trap,2849762,Travis Scott,20185
247,pick up the phone,2449376,Young Thug & Travis Scott,679586
248,90210,2290813,Travis Scott,20185
249,YOSEMITE,3876940,Travis Scott,20185
250,CAN’T SAY,3876999,Travis Scott,20185
251,FE!N,9368459,Travis Scott,20185
252,STOP TRYING TO BE GOD,3876990,Travis Scott,20185
253,through the late night,2849757,Travis Scott,20185
254,NO BYSTANDERS,3876996,Travis Scott,20185
255,Drugs You Should Try It,499870,Travis Scott,20185
256,Maria I’m Drunk,714719,Travis Scott,20185
257,3500,2027385,Travis Scott,20185
258,MELTDOWN,9368450,Travis Scott,20185
259,MY EYES,9368452,Travis Scott,20185
260,WAKE UP,3876997,Travis Scott,20185
261,the ends,2826952,Travis Scott,20185
262,CAROUSEL,3876992,Travis Scott,20185
263,SKELETONS,3876988,Travis Scott,20185
264,ASTROTHUNDER,3876941,Travis Scott,20185
265,FRANCHISE,5786497,Travis Scott,20185
266,way back,2849775,Travis Scott,20185
267,Champions,2488417,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travis Scott, Yo Gotti, Quavo & Desiigner",2189937
268,GATTI,5127280,"JACKBOYS, Pop Smoke & Travis Scott",2057734
269,Watch,3676117,Travis Scott,20185
270,Mamacita,499835,Travis Scott,20185
271,HOUSTONFORNICATION,3876938,Travis Scott,20185
272,R.I.P. SCREW,3876995,Travis Scott,20185
273,coordinate,2829213,Travis Scott,20185
274,I KNOW ?,9368442,Travis Scott,20185
275,OUT WEST,5128895,JACKBOYS & Travis Scott,2057721
276,NC-17,3876942,Travis Scott,20185
277,Pornography,2290802,Travis Scott,20185
278,Skyfall,499824,Travis Scott,20185
279,Pray 4 Love,2291102,Travis Scott,20185
280,Lucid Dreams,3359190,Juice WRLD,1237094
281,All Girls Are the Same,3389874,Juice WRLD,1237094
282,Wishing Well,3703705,Juice WRLD,1237094
283,Robbery,3734871,Juice WRLD,1237094
284,Legends,3791143,Juice WRLD,1237094
285,Righteous,4673513,Juice WRLD,1237094
286,Bandit,4603791,Juice WRLD & YoungBoy Never Broke Again,1969011
287,Lean wit Me,3735927,Juice WRLD,1237094
288,Smile,3840488,Juice WRLD & The Weeknd,2348319
289,Wasted,3762491,Juice WRLD,1237094
290,Come & Go,4130757,Juice WRLD & Marshmello,2314163
291,Empty,4106642,Juice WRLD,1237094
292,Life’s a Mess,5741356,Juice WRLD & Halsey,2311196
293,Armed and Dangerous,3984929,Juice WRLD,1237094
294,Blood On My Jeans,4817617,Juice WRLD,1237094
295,Hate the Other Side,5214785,Juice WRLD & Marshmello,2314163
296,Cigarettes,4001989,Juice WRLD,1237094
297,Conversations,4857250,Juice WRLD,1237094
298,Ransom (Remix),4774206,Lil Tecca & Juice WRLD,2000839
299,Let Me Know (I Wonder Why Freestyle),3552980,Juice WRLD,1237094
300,moonlight,3550811,Juice WRLD,1237094
301,Juice WRLD - Unreleased Songs [Discography List],4661161,Genius Users,226635
302,Sometimes,4144494,Juice WRLD,1237094
303,GO,5288212,The Kid LAROI & Juice WRLD,2279659
304,Bad Boy,4741580,Juice WRLD & Young Thug,2425280
305,Fast,4326337,Juice WRLD,1237094
306,Roses,4135780,​benny blanco & Juice WRLD,1657667
307,Burn,5214724,Juice WRLD,1237094
308,Rich and Blind,3791689,Juice WRLD,1237094
309,Fine China,4021377,Future & Juice WRLD,1606124
310,Black & White,3734359,Juice WRLD,1237094
311,Stay High,5751443,Juice WRLD,1237094
312,Already Dead,5206726,Juice WRLD,1237094
313,autograph (on my line),3270584,Juice WRLD,1237094
314,Hear Me Calling,4346936,Juice WRLD,1237094
315,Flaws and Sins,4365057,Juice WRLD,1237094
316,Man of the Year,4683689,Juice WRLD,1237094
317,RUN,4681393,Juice WRLD,1237094
318,Tell Me U Luv Me,5205190,Juice WRLD & Trippie Redd,1596133
319,Matt Hardy 999,4380538,Trippie Redd & Juice WRLD,3419581
320,Believer,2970719,Imagine Dragons,29472
321,Thunder,3044373,Imagine Dragons,29472
322,Demons,109206,Imagine Dragons,29472
323,Sucker for Pain,2554106,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign",1561539
324,Whatever It Takes,3080781,Imagine Dragons,29472
325,Radioactive,98754,Imagine Dragons,29472
326,Natural,3833988,Imagine Dragons,29472
327,Bad Liar,4033354,Imagine Dragons,29472
328,Enemy,5992642,Imagine Dragons & JID,2933124
329,Radioactive (Remix),348633,Imagine Dragons,29472
330,Not Today,2463660,Imagine Dragons,29472
331,Next to Me,3524463,Imagine Dragons,29472
332,It’s Time,109198,Imagine Dragons,29472
333,Walking the Wire,3081380,Imagine Dragons,29472
334,Zero,3960047,Imagine Dragons,29472
335,On Top of the World,109209,Imagine Dragons,29472
336,Birds,4033941,Imagine Dragons,29472
337,Rise Up,3081381,Imagine Dragons,29472
338,I Don’t Know Why,3081379,Imagine Dragons,29472
339,Warriors,520879,Imagine Dragons,29472
340,Born to Be Yours,3778939,Kygo & Imagine Dragons,1500423
341,Bones,7781796,Imagine Dragons,29472
342,Follow You,6567882,Imagine Dragons,29472
343,Enemy (Solo Mix),7364963,Imagine Dragons,29472
344,I’m So Sorry,700857,Imagine Dragons,29472
345,Machine,3997973,Imagine Dragons,29472
346,I Bet My Life,555425,Imagine Dragons,29472
347,Shots,691360,Imagine Dragons,29472
348,Amsterdam,109218,Imagine Dragons,29472
349,Believer (Remix),4213761,Imagine Dragons,29472
350,Bleeding Out,110210,Imagine Dragons,29472
351,Dream,700880,Imagine Dragons,29472
352,Monster,221247,Imagine Dragons,29472
353,Polaroid,700860,Imagine Dragons,29472
354,West Coast,4033356,Imagine Dragons,29472
355,Roots,2291355,Imagine Dragons,29472
356,I’ll Make It Up to You,3081383,Imagine Dragons,29472
357,Sharks,8063711,Imagine Dragons,29472
358,Dancing in the Dark,3081389,Imagine Dragons,29472
359,Wrecked,6718243,Imagine Dragons,29472
360,SAD!,3430186,XXXTENTACION,396565
361,Jocelyn Flores,3185661,XXXTENTACION,396565
362,Look At Me!,2441478,XXXTENTACION,396565
363,Fuck Love,3182605,XXXTENTACION,396565
364,Revenge,3082569,XXXTENTACION,396565
365,changes,3549578,XXXTENTACION,396565
366,Moonlight,3453573,XXXTENTACION,396565
367,Everybody Dies in Their Nightmares,3206881,XXXTENTACION,396565
368,Hope,3539284,XXXTENTACION,396565
369,the remedy for a broken heart (why am I so in love),3577658,XXXTENTACION,396565
370,"I spoke to the devil in miami, he said everything would be fine",2460482,XXXTENTACION,396565
371,Falling Down,3906162,Lil Peep & XXXTENTACION,1581869
372,BAD!,3729609,XXXTENTACION,396565
373,Arms Around You,3720335,XXXTENTACION & Lil Pump,1614425
374,Riot,1783157,XXXTENTACION,396565
375,Off the Wall!,3116126,XXXTENTACION,396565
376,Carry On,3206879,XXXTENTACION,396565
377,I don’t wanna do this anymore,2865278,XXXTENTACION,396565
378,Save Me,3151455,XXXTENTACION,396565
379,$$$,3577665,XXXTENTACION & Matt Ox,1593048
380,Depression & Obsession,3182604,XXXTENTACION,396565
381,YuNg BrAtZ,2807850,XXXTENTACION,396565
382,RIP Roach,2472181,Ski Mask the Slump God & XXXTENTACION,1720171
383,infinity (888),3577662,XXXTENTACION,396565
384,WingRiddenAngel,2831211,XXXTENTACION,396565
385,Orlando,3185662,XXXTENTACION,396565
386,vice city,2843684,XXXTENTACION,396565
387,I don’t even speak spanish lol,3577666,XXXTENTACION,396565
388,A GHETTO CHRISTMAS CAROL,3361009,XXXTENTACION,396565
389,#ImSippinTeaInYoHood,2431237,XXXTENTACION,396565
390,Guardian angel,4117868,XXXTENTACION,396565
391,bad vibes forever,4880026,XXXTENTACION,396565
392,King of the Dead,2455048,XXXTENTACION,396565
393,NUMB,3577661,XXXTENTACION,396565
394,ILOVEITWHENTHEYRUN,2450163,XXXTENTACION,396565
395,King’s Dead (Freestyle),3570849,Joey Bada$$ & XXXTENTACION,1414843
396,XXL Freshman Freestyle: XXXTENTACION,3126392,XXL,186576
397,Dead Inside (Interlude),3044650,XXXTENTACION,396565
398,Train food,4135256,XXXTENTACION,396565
399,"ALONE, PART 3",3577656,XXXTENTACION,396565
400,Girls Like You (Remix),3754239,Maroon 5,13539
401,Memories,4881650,Maroon 5,13539
402,What Lovers Do,3212901,Maroon 5,13539
403,Payphone,71518,Maroon 5,13539
404,Sugar,508933,Maroon 5,13539
405,Girls Like You,3261716,Maroon 5,13539
406,One More Night,78316,Maroon 5,13539
407,Don’t Wanna Know,2851057,Maroon 5,13539
408,Animals,502834,Maroon 5,13539
409,Cold,2949528,Maroon 5,13539
410,She Will Be Loved,87556,Maroon 5,13539
411,Maps,452357,Maroon 5,13539
412,This Love,102120,Maroon 5,13539
413,Wait,3261710,Maroon 5,13539
414,Sunday Morning,190916,Maroon 5,13539
415,Beautiful Mistakes,6520355,Maroon 5 & Megan Thee Stallion,2629656
416,Moves Like Jagger,55583,Maroon 5,13539
417,Nobody’s Love,5785261,Maroon 5,13539
418,Whiskey,3161385,Maroon 5,13539
419,Misery,72945,Maroon 5,13539
420,Daylight,78320,Maroon 5,13539
421,Lost,6762402,Maroon 5,13539
422,Love Somebody,78331,Maroon 5,13539
423,Lips on You,3261713,Maroon 5,13539
424,This Summer’s Gonna Hurt Like a Motherfucker,1862772,Maroon 5,13539
425,Won’t Go Home Without You,190991,Maroon 5,13539
426,Makes Me Wonder,107870,Maroon 5,13539
427,Harder to Breathe,64029,Maroon 5,13539
428,Payphone (Radio Version),73969,Maroon 5,13539
429,Help Me Out,3261712,Maroon 5 & Julia Michaels,1232354
430,Wake Up Call,190989,Maroon 5,13539
431,Who I Am,3261714,Maroon 5,13539
432,Beautiful Goodbye,78351,Maroon 5,13539
433,Wait (Remix),3467430,Maroon 5,13539
434,Best 4 U,3261709,Maroon 5,13539
435,It Was Always You,482916,Maroon 5,13539
436,Sad,78347,Maroon 5,13539
437,Nothing Lasts Forever,136353,Maroon 5,13539
438,Closure,3261717,Maroon 5,13539
439,Feelings,508851,Maroon 5,13539
440,That’s What I Like,2909160,Bruno Mars,500
441,Finesse (Remix),3411476,Bruno Mars,500
442,Versace on the Floor,2898687,Bruno Mars,500
443,Leave The Door Open,6531412,Silk Sonic,2622290
444,24K Magic,2872960,Bruno Mars,500
445,When I Was Your Man,122542,Bruno Mars,500
446,Locked Out of Heaven,90551,Bruno Mars,500
447,It Will Rain,57149,Bruno Mars,500
448,Grenade,58988,Bruno Mars,500
449,Wake Up in the Sky,3955579,"Gucci Mane, Bruno Mars & Kodak Black",1577927
450,Just the Way You Are,724006,Bruno Mars,500
451,Please Me,4314565,Cardi B & Bruno Mars,1730061
452,Talking to the Moon,85221,Bruno Mars,500
453,Finesse,2898791,Bruno Mars,500
454,Count on Me,100690,Bruno Mars,500
455,Smokin Out The Window,7131091,Silk Sonic,2622290
456,Treasure,113496,Bruno Mars,500
457,The Lazy Song,49966,Bruno Mars,500
458,Chunky,2883439,Bruno Mars,500
459,Marry You,186229,Bruno Mars,500
460,Gorilla,104971,Bruno Mars,500
461,Too Good to Say Goodbye,2898393,Bruno Mars,500
462,After Last Night,7340976,Silk Sonic,2622290
463,BLOW,4575105,"Ed Sheeran, Chris Stapleton & Bruno Mars",1859856
464,Perm,2909159,Bruno Mars,500
465,Skate,7055426,Silk Sonic,2622290
466,Just the Way You Are (Remix),5831,Bruno Mars,500
467,Young Girls,96183,Bruno Mars,500
468,Runaway Baby,56852,Bruno Mars,500
469,Fly As Me,7340975,Silk Sonic,2622290
470,Calling All My Lovelies,2909040,Bruno Mars,500
471,Liquor Store Blues,50956,Bruno Mars,500
472,Put on a Smile,7360303,Silk Sonic,2622290
473,If I Knew,186274,Bruno Mars,500
474,Straight Up & Down,2909162,Bruno Mars,500
475,777,7343855,Silk Sonic,2622290
476,Rest Of My Life,186624,Bruno Mars,500
477,Love’s Train,7703789,Silk Sonic,2622290
478,Natalie,104043,Bruno Mars,500
479,lovely,3422526,Billie Eilish & Khalid,1444143
480,Young Dumb & Broke,2988428,Khalid,9932
481,Location,2471323,Khalid,9932
482,Eastside,3828011,"​benny blanco, Halsey & Khalid",1628850
483,Better,3952794,Khalid,9932
484,Talk,4277430,Khalid,9932
485,Saved,2481874,Khalid,9932
486,Love Lies,3396356,Khalid & Normani,1385240
487,OTW,3617530,Khalid,9932
488,Coaster,2831895,Khalid,9932
489,Saturday Nights,4027737,Khalid,9932
490,8TEEN,2999741,Khalid,9932
491,Suncity,4027739,Khalid,9932
492,American Teen,2988480,Khalid,9932
493,The Ways,3487548,Khalid & Swae Lee,1357233
494,Therapy,2999748,Khalid,9932
495,Another Sad Love Song,2999740,Khalid,9932
496,Shot Down,2973338,Khalid,9932
497,Angels,2999751,Khalid,9932
498,Reasons,2427699,Khalid,9932
499,Cold Blooded,2999743,Khalid,9932
500,Vertigo,4027736,Khalid,9932
501,Eleven,5157489,Khalid,9932
502,My Bad,4349113,Khalid,9932
503,Winter,2999746,Khalid,9932
504,Location (Remix),3027174,Khalid,9932
505,Let’s Go,2496051,Khalid,9932
506,Hopeless,2894890,Khalid,9932
507,Motion,4013415,Khalid,9932
508,This Way,3756604,Khalid & H.E.R.,2284891
509,Keep Me,2999749,Khalid,9932
510,Right Back (Remix),4746365,Khalid,9932
511,Know Your Worth,5201526,Khalid & Disclosure,2098531
512,Bad Luck,4430687,Khalid,9932
513,Right Back,4430688,Khalid,9932
514,Self,4421493,Khalid,9932
515,Outta My Head,4430692,Khalid & John Mayer,1780011
516,Free Spirit,4430701,Khalid,9932
517,Up All Night,5019760,Khalid,9932
518,Hundred,4430691,Khalid,9932
519,HUMBLE.,3039923,Kendrick Lamar,1421
520,m.A.A.d city,90478,Kendrick Lamar,1421
521,Swimming Pools (Drank),81159,Kendrick Lamar,1421
522,DNA.,3035222,Kendrick Lamar,1421
523,Money Trees,90475,Kendrick Lamar,1421
524,XXX.,3047142,Kendrick Lamar,1421
525,"Bitch, Don’t Kill My Vibe",90473,Kendrick Lamar,1421
526,King Kunta,721659,Kendrick Lamar,1421
527,Poetic Justice,92856,Kendrick Lamar,1421
528,LOVE.,3047141,Kendrick Lamar,1421
529,Alright,722278,Kendrick Lamar,1421
530,Backseat Freestyle,92853,Kendrick Lamar,1421
531,"Sing About Me, I’m Dying of Thirst",90479,Kendrick Lamar,1421
532,The Blacker the Berry,701372,Kendrick Lamar,1421
533,King’s Dead,3429382,"Jay Rock, Kendrick Lamar, Future & James Blake",1403568
534,ELEMENT.,3047132,Kendrick Lamar,1421
535,LOYALTY.,3047135,Kendrick Lamar,1421
536,i (Album Version),523961,Kendrick Lamar,1421
537,A.D.H.D,51801,Kendrick Lamar,1421
538,FEAR.,3047144,Kendrick Lamar,1421
539,Wesley’s Theory,722263,Kendrick Lamar,1421
540,All The Stars,3412272,Kendrick Lamar & SZA,1307337
541,Mortal Man,721854,Kendrick Lamar,1421
542,u,721842,Kendrick Lamar,1421
543,PRIDE.,3047138,Kendrick Lamar,1421
544,family ties,5322709,Baby Keem & Kendrick Lamar,2857181
545,DUCKWORTH.,3047147,Kendrick Lamar,1421
546,The Art of Peer Pressure,79008,Kendrick Lamar,1421
547,The Heart Part 4,3032843,Kendrick Lamar,1421
548,How Much a Dollar Cost,722285,Kendrick Lamar,1421
549,These Walls,722271,Kendrick Lamar,1421
550,HiiiPoWeR,49129,Kendrick Lamar,1421
551,Rigamortus,51798,Kendrick Lamar,1421
552,Hood Politics,722284,Kendrick Lamar,1421
553,FEEL.,3047134,Kendrick Lamar,1421
554,Sherane a.k.a Master Splinter’s Daughter,90472,Kendrick Lamar,1421
555,Like That,10125497,"Future, Metro Boomin & Kendrick Lamar",3889398
556,Black Friday,2378979,Kendrick Lamar,1421
557,LUST.,3047140,Kendrick Lamar,1421
558,The Recipe,69982,Kendrick Lamar,1421
559,Young and Beautiful,137656,Lana Del Rey,15740
560,Summertime Sadness,64764,Lana Del Rey,15740
561,West Coast,402524,Lana Del Rey,15740
562,A&W,8621374,Lana Del Rey,15740
563,Video Games,64755,Lana Del Rey,15740
564,Love,2956717,Lana Del Rey,15740
565,Born To Die,61458,Lana Del Rey,15740
566,Norman fucking Rockwell,3965734,Lana Del Rey,15740
567,Lust for Life,3037651,Lana Del Rey,15740
568,hope is a dangerous thing for a woman like me to have - but i have it,3615920,Lana Del Rey,15740
569,Mariners Apartment Complex,3945416,Lana Del Rey,15740
