track_name,track_id,artist_name,artist_id
TRUST,6502809,NF,214301
Time (Edit),4248787,NF,214301
JUST LIKE YOU,6502852,NF,214301
My Stress,4638375,NF,214301
Returns,4638382,NF,214301
I Miss the Days,4638390,NF,214301
Let Me Go,4638387,NF,214301
Lost in the Moment,2434593,NF,214301
You’re Special,3187380,NF,214301
Talkin’ My Shit,4133739,Quin NFN,1387958
HAPPY,8833101,NF,214301
Options,4393507,NF,214301
All I Have,492328,NF,214301
My Life,3219374,NF,214301
Got You On My Mind,2434569,NF,214301
DRIFTING,6502812,NF,214301
NFS Underground,3359665,GSPD,1125545
STORY,6502803,NF,214301
Trauma,4638369,NF,214301
Oh Lord,2434564,NF,214301
Outro,3181190,NF,214301
Green Lights,3200486,NF,214301
I Just Wanna Know,2434555,NF,214301
THAT’S A JOKE,6502811,NF,214301
Wake Up,493676,NF,214301
RUNNING,8833134,NF,214301
3 A.M.,3219246,NF,214301
Intro 2,2386685,NF,214301
Know,3219247,NF,214301
LAYERS,5537882,NF,214301
No Excuses,4638391,NF,214301
Destiny,3219241,NF,214301
MOTTO,8833095,NF,214301
Like This,4638392,NF,214301
Can You Hold Me,725831,NF,214301
CAREFUL,8833093,NF & Cordae,3497113
Grindin’,2434588,NF,214301
Breathe,2434559,NF,214301
Warm Up,2852619,NF,214301
I’ll Keep On,725829,NF,214301
MISTAKE,8833125,NF,214301
PRIDEFUL,6502808,NF,214301
Notepad,725825,NF,214301
PANDEMONIUM,8833102,NF,214301
Thing Called Love,720506,NF,214301
Goodbye,2931410,NF,214301
Wait,725821,NF,214301
MAMA,8833099,NF,214301
Statement,2434592,NF,214301
Only One,733371,NF,214301
Thinking,4638394,NF,214301
Smells Like Teen Spirit,52968,Nirvana,12712
Come as You Are,62560,Nirvana,12712
Heart-Shaped Box,62555,Nirvana,12712
Lithium,56433,Nirvana,12712
Polly,62558,Nirvana,12712
Drain You,63279,Nirvana,12712
Something in the Way,62556,Nirvana,12712
In Bloom,63277,Nirvana,12712
The Man Who Sold the World,80266,Nirvana,12712
Rape Me,61499,Nirvana,12712
All Apologies,61597,Nirvana,12712
Lounge Act,72615,Nirvana,12712
Where Did You Sleep Last Night?,182285,Nirvana,12712
Territorial Pissings,63280,Nirvana,12712
About a Girl,74429,Nirvana,12712
Dumb,69941,Nirvana,12712
Breed,71329,Nirvana,12712
Pennyroyal Tea,62557,Nirvana,12712
You Know You’re Right,78725,Nirvana,12712
On a Plain,63281,Nirvana,12712
Frances Farmer Will Have Her Revenge on Seattle,75233,Nirvana,12712
Serve the Servants,56432,Nirvana,12712
Nirvana,215248,Sam Smith,43383
Stay Away,63282,Nirvana,12712
Milk It,77614,Nirvana,12712
Aneurysm,106650,Nirvana,12712
Lake of Fire,202714,Nirvana,12712
Scentless Apprentice,75232,Nirvana,12712
I Hate Myself and Want to Die,182627,Nirvana,12712
"Endless, Nameless",72616,Nirvana,12712
Blew,120580,Nirvana,12712
Sliver,172893,Nirvana,12712
Plateau,118575,Nirvana,12712
Nirvana,3333423,INNA,22636
School,105024,Nirvana,12712
Nirvana,7479466,Rod Wave,1224811
Jesus Doesn’t Want Me for a Sunbeam,186559,Nirvana,12712
Floyd the Barber,120582,Nirvana,12712
Moist Vagina,3560608,Nirvana,12712
Very Ape,75235,Nirvana,12712
Tourette’s,77616,Nirvana,12712
Radio Friendly Unit Shifter,182624,Nirvana,12712
Sappy,3560093,Nirvana,12712
Love Buzz,120583,Nirvana,12712
Negative Creep,120585,Nirvana,12712
Paper Cuts,189400,Nirvana,12712
"Oh, Me",118574,Nirvana,12712
Downer,440472,Nirvana,12712
Old Age,280328,Nirvana,12712
Nirvana,49888,Doc Gynéco,2298
Marigold,540626,Nirvana,12712
Нирвана (Nirvana),3118370,Miyagi & Эндшпиль (Endspiel),2945418
Big Cheese,120595,Nirvana,12712
Gallons of Rubbing Alcohol Flow Through the Strip,408311,Nirvana,12712
Been a Son,760201,Nirvana,12712
Mr. Moustache,120591,Nirvana,12712
Scoff,120589,Nirvana,12712
Smells Like Nirvana,370190,“Weird Al” Yankovic,899
Verse Chorus Verse,175048,Nirvana,12712
Dive,103386,Nirvana,12712
Swap Meet,120590,Nirvana,12712
Do Re Mi,956422,Nirvana,12712
Even in His Youth,189406,Nirvana,12712
"Sappy (Live At Pine Street Theatre February 9, 1990)",172940,Nirvana,12712
Sifting,120592,Nirvana,12712
Aero Zeppelin,336404,Nirvana,12712
Spank Thru,610414,Nirvana,12712
Nirvana,6937971,Skepta & J Balvin,2828651
Nirvana,5059553,RIN,51819
Beeswax,464490,Nirvana,12712
Moist Vagina (Demo),150426,Nirvana,12712
Son of a Gun,699551,Nirvana,12712
D-7,80570,Nirvana,12712
Pass The Nirvana,8342157,Pierce The Veil,20751
Mexican Seafood,1930902,Nirvana,12712
Hairspray Queen,2141185,Nirvana,12712
Stain,302561,Nirvana,12712
Big Long Now,1270840,Nirvana,12712
Нирвана (Nirvana),8419001,PUSSYKILLER,1232898
Smells Like Teen Spirit (Live - Top of the Pops),4403702,Nirvana,12712
Dive,3572831,Luke Combs,330498
Forever After All,5921886,Luke Combs,330498
Hurricane,2568773,Luke Combs,330498
Beautiful Crazy,3695544,Luke Combs,330498
When It Rains It Pours,3082140,Luke Combs,330498
She Got the Best of Me,709286,Luke Combs,330498
One Number Away,2928745,Luke Combs,330498
Better Together,4677486,Luke Combs,330498
I Know She Ain’t Ready,709758,Luke Combs,330498
5 Leaf Clover,7238425,Luke Combs,330498
Even Though I’m Leaving,4571413,Luke Combs,330498
The Kind of Love We Make,7256253,Luke Combs,330498
Does To Me,4920159,Luke Combs,330498
What You See Is What You Get,4920149,Luke Combs,330498
Must’ve Never Met You,3698222,Luke Combs,330498
Can I Get an Outlaw?,709622,Luke Combs,330498
Fast Car,8813087,Luke Combs,330498
"Houston, We Got a Problem",3698221,Luke Combs,330498
Used to You,2821622,Luke Combs,330498
This One’s For You,3082130,Luke Combs,330498
Lonely One,3082133,Luke Combs,330498
Cold As You,5563533,Luke Combs,330498
"1, 2 Many",4662359,Luke Combs & Brooks & Dunn,2037612
Tomorrow Me,5563513,Luke Combs,330498
Dear Today,4711419,Luke Combs,330498
Lovin’ on You,4571414,Luke Combs,330498
Where The Wild Things Are,8813085,Luke Combs,330498
Doin’ This,7378073,Luke Combs,330498
Nothing Like You,4920162,Luke Combs,330498
I Got Away with You,3082159,Luke Combs,330498
All Over Again,4920161,Luke Combs,330498
A Long Way,3698223,Luke Combs,330498
Six Feet Apart,5466029,Luke Combs,330498
The Other Guy,5972720,Luke Combs,330498
Growin’ Up and Gettin’ Old,6497463,Luke Combs,330498
Sheriff You Want To,3702511,Luke Combs,330498
Let the Moonshine,739143,Luke Combs,330498
Reasons,4694033,Luke Combs,330498
Beer Never Broke My Heart,4123356,Luke Combs,330498
Moon Over Mexico,4571415,Luke Combs,330498
Be Careful What You Wish For,3082149,Luke Combs,330498
Blue Collar Boys,4920157,Luke Combs,330498
You Found Yours,8803481,Luke Combs,330498
The Great Divide,6441854,Luke Combs & Billy Strings,2588608
The Way She Rides,709822,Luke Combs,330498
New Every Day,4920158,Luke Combs,330498
See Me Now,6636076,Luke Combs,330498
Memories Are Made Of,3082103,Luke Combs,330498
Used to Wish I Was,5449196,Luke Combs,330498
Outrunnin’ Your Memory,8016773,Luke Combs & Miranda Lambert,3206729
Refrigerator Door,4571412,Luke Combs,330498
Every Little Bit Helps,4727691,Luke Combs,330498
Don’t Tempt Me,3082138,Luke Combs,330498
Beer Can,3082020,Luke Combs,330498
Love You Anyway,5324390,Luke Combs,330498
Out There,3082067,Luke Combs,330498
"Going, Going, Gone",8016778,Luke Combs,330498
Angels Workin’ Overtime,4920160,Luke Combs,330498
Honky Tonk Highway,3082168,Luke Combs,330498
My Kinda Folk,5972721,Luke Combs,330498
On the Other Line,8016772,Luke Combs,330498
Without You,5654000,Luke Combs,330498
Call Me,8016776,Luke Combs,330498
Better Back When,8016774,Luke Combs,330498
Joe,6741474,Luke Combs,330498
Any Given Friday Night,8016770,Luke Combs,330498
My Song Will Never Die,8813084,Luke Combs,330498
South On Ya,7139106,Luke Combs,330498
Ain’t Far From It,8016775,Luke Combs,330498
Middle of Somewhere,8016777,Luke Combs,330498
Let’s Just Be Friends,4748483,Luke Combs,330498
Tattoo On A Sunburn,8813088,Luke Combs,330498
The Part,8813090,Luke Combs,330498
The Man He Sees in Me (Unreleased),9943869,Luke Combs,330498
Hannah Ford Road,8803475,Luke Combs,330498
Beautiful Crazy (Live),3972028,Luke Combs,330498
Reasons (The Writer’s Cut),5079785,Luke Combs,330498
Back 40 Back,8803477,Luke Combs,330498
"The Beer, the Band, and the Barstool",8803484,Luke Combs,330498
Still,8803488,Luke Combs,330498
Still Think About You,2441276,A Boogie wit da Hoodie,639521
Drowning,2986968,A Boogie wit da Hoodie,639521
Jungle,2453486,A Boogie wit da Hoodie,639521
Timeless,2874462,A Boogie wit da Hoodie,639521
D.T.B. (Interlude),2423268,A Boogie wit da Hoodie,639521
My Shit,2447882,A Boogie wit da Hoodie,639521
Swervin,4096695,A Boogie wit da Hoodie,639521
Look Back at It,4011494,A Boogie wit da Hoodie,639521
No Promises,3073353,A Boogie wit da Hoodie,639521
Not a Regular Person,2476506,A Boogie wit da Hoodie,639521
Fall in Love,2466135,A Boogie wit da Hoodie,639521
Friend Zone,2451940,A Boogie wit da Hoodie,639521
Horses,3007481,"PnB Rock, Kodak Black & A Boogie wit da Hoodie",1221172
Somebody,4649119,"Internet Money, Lil Tecca & A Boogie wit da Hoodie",3297275
99 Problems & Messages,2893495,A Boogie wit da Hoodie,639521
Bag on Me,2466699,A Boogie wit da Hoodie & Don Q,1130142
Numbers,5208304,A Boogie wit da Hoodie,639521
Me and My Guitar,5244847,A Boogie wit da Hoodie,639521
Come Closer,4166315,A Boogie wit da Hoodie,639521
Say A’,3226861,A Boogie wit da Hoodie,639521
Half On a Baby,2475381,A Boogie wit da Hoodie,639521
Just Like Me,4165990,A Boogie wit da Hoodie,639521
Demons and Angels,3930562,A Boogie wit da Hoodie,639521
Temporary,2458866,A Boogie wit da Hoodie,639521
4 Min Convo (Favorite Song),4029293,A Boogie wit da Hoodie,639521
Odee,3599256,A Boogie wit da Hoodie,639521
Reply,4978075,A Boogie wit da Hoodie,639521
Stalking You,3226885,A Boogie wit da Hoodie,639521
Beast Mode,3226843,A Boogie wit da Hoodie,639521
No Comparison,3073385,A Boogie wit da Hoodie,639521
Love Drugs and Sex,4165974,A Boogie wit da Hoodie,639521
Money over Everything,2468335,A Boogie wit da Hoodie,639521
Startender,4064931,A Boogie wit da Hoodie,639521
Wrong Nigga,2893476,A Boogie wit da Hoodie,639521
Skeezers,4165981,A Boogie wit da Hoodie,639521
Macaroni,2893498,A Boogie wit da Hoodie,639521
DTB 4 Life,5253009,A Boogie wit da Hoodie,639521
Baecation,2484992,A Boogie wit da Hoodie,639521
Fucking & Kissing,3226881,A Boogie wit da Hoodie,639521
Ransom,2893475,A Boogie wit da Hoodie,639521
IDK,2831877,A Boogie wit da Hoodie,639521
Cinderella Story,4454156,A Boogie wit da Hoodie,639521
Floyd Mayweather (BridgeMix),2879837,A Boogie wit da Hoodie & Don Q,1130142
Best Friend,3596866,A Boogie wit da Hoodie,639521
Unhappy,3226864,A Boogie wit da Hoodie,639521
Mood Swings,4818871,A Boogie wit da Hoodie,639521
Always On Time,2451314,A Boogie wit da Hoodie,639521
Get to You,3170350,A Boogie wit da Hoodie,639521
24 Hours,6823932,A Boogie wit da Hoodie,639521
Artist,2944159,A Boogie wit da Hoodie,639521
Bleed,5505571,A Boogie wit da Hoodie,639521
1Hunnit,2450209,A Boogie wit da Hoodie,639521
I Know What’s Real,2478237,A Boogie wit da Hoodie,639521
Voices in My Head,4165973,A Boogie wit da Hoodie,639521
Let’s Start Over,3226866,A Boogie wit da Hoodie,639521
Wild Thots,3152605,A Boogie wit da Hoodie,639521
Uptown / Bustdown,3939569,A Boogie wit da Hoodie,639521
Undefeated,3082387,A Boogie wit da Hoodie,639521
Secrets,5426871,A Boogie wit da Hoodie,639521
Blood on My Denim,5253012,A Boogie wit da Hoodie,639521
Last Time,6304938,A Boogie wit da Hoodie,639521
Beasty,4166991,A Boogie wit da Hoodie,639521
If I Gotta Go,3226879,A Boogie wit da Hoodie,639521
Fuck Love,2498354,A Boogie wit da Hoodie,639521
R.O.D.,5253013,A Boogie wit da Hoodie,639521
Somebody,3226870,A Boogie wit da Hoodie,639521
Luv Is Art,5252999,A Boogie wit da Hoodie,639521
Savage,4125233,A Boogie wit da Hoodie,639521
Nonchalant,3615374,A Boogie wit da Hoodie,639521
Thug Love,4892312,A Boogie wit da Hoodie,639521
Might Not Give Up,4896470,A Boogie wit da Hoodie,639521
Man In the Mirror,7470206,A Boogie wit da Hoodie,639521
My Day One,3283937,A Boogie wit da Hoodie,639521
Proud of Me Now,2922844,A Boogie wit da Hoodie,639521
Pull Up,3784786,A Boogie wit da Hoodie,639521
King of My City,5214614,A Boogie wit da Hoodie,639521
Look Back at It (Capo Plaza Remix),4611291,A Boogie wit da Hoodie,639521
A Boogie & Don Q | Funk Flex | #Freestyle005,2822237,A Boogie wit da Hoodie & Don Q,1130142
It’s Crazy,5676483,A Boogie wit da Hoodie,639521
Need a Best Friend,4166012,A Boogie wit da Hoodie,639521
Fuckin’ Problems,93539,A$AP Rocky,12417
1Train,103554,A$AP Rocky,12417
Praise the Lord (Da Shine),3691324,A$AP Rocky,12417
Goldie,71525,A$AP Rocky,12417
Peso,54160,A$AP Rocky,12417
Everyday,1786453,A$AP Rocky,12417
Wild for the Night,103700,A$AP Rocky,12417
L$D,1873008,A$AP Rocky,12417
Long Live A$AP,102526,A$AP Rocky,12417
Fashion Killa,103728,A$AP Rocky,12417
Lord Pretty Flacko Jodye 2 (LPFJ2),532344,A$AP Rocky,12417
Multiply,401966,A$AP Rocky,12417
Canal St.,1883888,A$AP Rocky,12417
Phoenix,103667,A$AP Rocky,12417
A$AP Forever,3628580,A$AP Rocky,12417
Potato Salad,3858677,"Tyler, The Creator & A$AP Rocky",2295529
Excuse Me,1877617,A$AP Rocky,12417
Brand New Guy,58313,A$AP Rocky,12417
Babushka Boi,4178087,A$AP Rocky,12417
Ghetto Symphony,103714,A$AP Rocky,12417
Jukebox Joints,1883903,A$AP Rocky,12417
PMW (All I Really Need),103610,A$AP Rocky,12417
Purple Swag,52080,A$AP Rocky,12417
LVL,103615,A$AP Rocky,12417
Electric Body,1883895,A$AP Rocky,12417
Angels,103683,A$AP Rocky,12417
Fukk Sleep,3737066,A$AP Rocky,12417
Purity,3734931,A$AP Rocky,12417
A$AP Forever REMIX,3741692,A$AP Rocky,12417
Wassup,53578,A$AP Rocky,12417
Suddenly,103665,A$AP Rocky,12417
Sundress,4060622,A$AP Rocky,12417
M’$,1912907,A$AP Rocky,12417
Palace,58387,A$AP Rocky,12417
Bass,58374,A$AP Rocky,12417
Holy Ghost,1883014,A$AP Rocky,12417
Trilla,59046,A$AP Rocky,12417
Tony Tone,3426967,A$AP Rocky,12417
Fine Whine,1883966,A$AP Rocky,12417
Better Things,1883952,A$AP Rocky,12417
Pretty Flacko,62748,A$AP Rocky,12417
Gunz N Butter,3740749,A$AP Rocky,12417
Demons,58550,A$AP Rocky,12417
r - Cali,209664,A$AP Rocky,12417
Buck Shots,3734934,A$AP Rocky,12417
Keep It G,58493,A$AP Rocky,12417
Jodye,103749,A$AP Rocky,12417
"Pussy, Money, Weed (Original)",83567,A$AP Rocky,12417
Kissin’ Pink,58398,A$AP Rocky,12417
Houston Old Head,58397,A$AP Rocky,12417
Hell,103729,A$AP Rocky,12417
Get Lit,58367,A$AP Rocky,12417
Ridin’,79536,A$AP Rocky,12417
Changes,3734937,A$AP Rocky,12417
Pharsyde,1884056,A$AP Rocky,12417
JD,1883963,A$AP Rocky,12417
D.M.B.,6892657,A$AP Rocky,12417
Bad Company,3607804,A$AP Rocky,12417
Leaf (Take 1),58814,A$AP Rocky,12417
Max B,1883959,A$AP Rocky,12417
Wavybone,1883980,A$AP Rocky,12417
Purple Kisses,84781,A$AP Rocky,12417
Out Of This World,57435,A$AP Rocky,12417
Kids Turned Out Fine,3733521,A$AP Rocky,12417
Purple Swag: Chapter 2,58537,A$AP Rocky,12417
I Come Apart,108448,A$AP Rocky,12417
Cocky,3520511,"A$AP Rocky, Gucci Mane & 21 Savage",1387709
Hun43rd,3734939,A$AP Rocky,12417
Pain,104014,A$AP Rocky,12417
Feel The Fiyaaaah,8461379,Metro Boomin & A$AP Rocky,3367318
Am I Dreaming,9151365,"Metro Boomin, A$AP Rocky & Roisee",3554168
Back Home,1883923,A$AP Rocky,12417
CALLDROPS,3741141,A$AP Rocky,12417
Distorted Records,3512512,A$AP Rocky,12417
New York Bittersweet Symphony,56931,A$AP Rocky,12417
Sandman,6395684,A$AP Rocky,12417
Runnin,4086282,"Mike WiLL Made-It, A$AP Rocky, A$AP Ferg & Nicki Minaj",1738881
OG Beeper,3733525,A$AP Rocky,12417
Same Bitch,113471,A$AP Rocky,12417
Brotha Man,3739706,A$AP Rocky,12417
Him & I,3205434,G-Eazy & Halsey,1280104
"Me, Myself & I",2329765,G-Eazy & Bebe Rexha,1839646
No Limit,3151905,G-Eazy,11395
Good Life,3007473,G-Eazy & Kehlani,1491593
I Mean It,376091,G-Eazy,11395
Tumblr Girls,345786,G-Eazy,11395
No Limit REMIX,3353286,G-Eazy,11395
Calm Down,2348856,G-Eazy,11395
Everything Will Be OK,2346582,G-Eazy,11395
Let’s Get Lost,412071,G-Eazy,11395
Drifting,2372678,G-Eazy,11395
Random,2293108,G-Eazy,11395
Some Kind of Drug,2355208,G-Eazy,11395
Marilyn,66419,G-Eazy,11395
The Beautiful & Damned,3313475,G-Eazy,11395
1942,3616405,G-Eazy,11395
You Got Me,2159541,G-Eazy,11395
Been On,207976,G-Eazy,11395
Order More,2339761,G-Eazy,11395
Sober,3330206,G-Eazy,11395
Lotta That,415574,G-Eazy,11395
West Coast,4299678,G-Eazy & Blueface,1772427
The Plan,3182463,G-Eazy,11395
Still Be Friends,5239187,G-Eazy,11395
Lady Killers,88378,G-Eazy,11395
Think About You,2382690,G-Eazy,11395
One of Them,2349182,G-Eazy,11395
Monica Lewinsky,444579,G-Eazy,11395
Far Alone,380538,G-Eazy,11395
Guala,3037149,G-Eazy & Carnage,1109411
I Might (2014),656819,G-Eazy,11395
Don’t Let Me GO,2355195,G-Eazy,11395
Eazy,3341589,G-Eazy,11395
Complete,415596,G-Eazy,11395
Fried Rice,103335,G-Eazy,11395
Bad Boy (Machine Gun Kelly Diss),3930942,G-Eazy,11395
Downtown Love,415593,G-Eazy,11395
Almost Famous,297237,G-Eazy,11395
Oh Well,2175733,G-Eazy,11395
Remember You,415606,G-Eazy,11395
What If,2355201,G-Eazy,11395
Sad Boy,2355205,G-Eazy,11395
Runaround Sue,53859,G-Eazy,11395
Pray for Me,3145809,G-Eazy,11395
Moana,5407306,G-Eazy & Jack Harlow,2213498
Loaded,75279,G-Eazy,11395
Get Away (Remix),589853,G-Eazy,11395
Shoot Me Down,415603,G-Eazy,11395
Achievement,589913,G-Eazy,11395
Opportunity Cost,415571,G-Eazy,11395
Just Believe,455885,G-Eazy,11395
Of All Things,2358310,G-Eazy,11395
Far Alone (Single),271966,G-Eazy,11395
Rebel,116120,G-Eazy,11395
Down For Me,3037423,G-Eazy & Carnage,1109411
Love Is Gone,3322299,G-Eazy,11395
Legend,3321322,G-Eazy,11395
But a Dream,3182457,G-Eazy,11395
I Wanna Rock,4910560,G-Eazy,11395
Acting Up,54248,G-Eazy,11395
No Less,3354579,"G-Eazy, SG Lewis & Louis Mattrs",1475980
Leviathan,3330209,G-Eazy,11395
Bone Marrow,2917127,G-Eazy,11395
Crash & Burn,3315416,G-Eazy,11395
These Things Happen,415570,G-Eazy,11395
Mad,77813,G-Eazy,11395
Mama Always Told Me,3341621,G-Eazy,11395
Nothing to Me,2358319,G-Eazy,11395
Pick Me Up,3354573,G-Eazy,11395
West Coast (Remix),4364247,G-Eazy & Blueface,1772427
Must Be Nice,89793,G-Eazy,11395
Jack Skellington,104792,G-Eazy,11395
Hate the Way,6047648,G-Eazy,11395
Plastic Dreams,82701,G-Eazy,11395
Fly Away,3354582,G-Eazy,11395
Last Night,345781,G-Eazy,11395
G-Eazy & Halsey - Him & I (ترجمه ی فارسی),3343957,Genius Farsi Translations (ترجمه‌ی فارسی),1207399
Friend Zone,2308088,G-Eazy,11395
Sleepless,345788,G-Eazy,11395
Cold Water,2481759,Major Lazer,665
Lean On,715223,Major Lazer,665
Bubble Butt,141575,Major Lazer,665
Run Up,2925253,Major Lazer,665
Know No Better,3075614,Major Lazer,665
Get Free,75752,Major Lazer,665
Particula,3108228,Major Lazer & DJ Maphorisa,1230606
ALREADY,4704089,"Beyoncé, Shatta Wale & Major Lazer",1894905
Miss You,3356741,"Cashmere Cat, Major Lazer & Tory Lanez",1322459
Be Together,1872595,Major Lazer,665
Boom,2378766,Major Lazer,665
Powerful,1363351,Major Lazer,665
Night Riders,823865,Major Lazer,665
Aerosol Can,351830,Major Lazer,665
Jessica,190719,Major Lazer,665
Know No Better (Bad Bunny Remix),3194912,Major Lazer,665
Come On To Me,367571,Major Lazer,665
Light It Up,1872606,Major Lazer,665
Sua Cara,3108227,Major Lazer,665
Watch Out For This (Bumaye),181635,Major Lazer,665
Light It Up (Remix),2376417,Major Lazer,665
All My Love,579681,Major Lazer,665
Trigger,4539313,Major Lazer & Khalid,1967716
Believer,2454453,Major Lazer & Showtek,1044981
Que Calor,4803107,Major Lazer,665
Let Me Live,3360602,Rudimental & Major Lazer,1498971
Lean On (Remix),2244203,Major Lazer,665
Shape of You (Major Lazer Remix),2969545,Ed Sheeran,12418
Too Original,1790614,Major Lazer,665
All My Love (Machel Montano Remix),1872618,Major Lazer,665
Buscando Huellas,3082414,Major Lazer,665
Oh My Gawd,5928401,Mr Eazi & Major Lazer,2383380
Blow That Smoke,3970702,Major Lazer,665
Leg Over (Remix),3142325,Mr Eazi & Major Lazer,2383380
Jet Blue Jet,145029,Major Lazer,665
Tip Pon It,3424834,Sean Paul & Major Lazer,1451863
Lay Your Head on Me,5383653,Major Lazer,665
Loyal,3952929,Major Lazer,665
In Your Hands,2842462,Major Lazer,665
Jah No Partial,140006,Major Lazer,665
All My Life,3952917,Major Lazer,665
Love Life,3321376,Major Lazer,665
Run Up (Remix),3225758,Major Lazer,665
Wave,2378308,Major Lazer,665
Tied Up,3982473,Major Lazer,665
Christmas Trees,2917853,Major Lazer,665
Rave de Favela,5252052,"MC Lan, Major Lazer & Anitta",2434915
Titans,6181155,Major Lazer,665
Blaze Up the Fire,1872601,Major Lazer,665
Bubble Butt (Remix),217435,Major Lazer,665
Head Up High,2173007,Major Lazer,665
"Major Lazer - Particula ft. Jidenna, Patoranking, Ice Prince & Nasty C (Deutsche Übersetzung)",3113208,Genius Deutsche Übersetzungen,1799569
Roll the Bass,730985,Major Lazer,665
Hold the Line,66532,Major Lazer,665
Lost,2379796,Major Lazer,665
Despacito (Major Lazer & MOSKA Remix),3076420,Luis Fonsi & Daddy Yankee,1119780
Make It Hot,4538257,Major Lazer & Anitta,1898725
"Major Lazer – Know No Better ft. Quavo, Travis Scott & Camila Cabello (Deutsche Übersetzung)",3111998,Genius Deutsche Übersetzungen,1799569
En La Cara (Sua Cara Remix),3429343,Major Lazer,665
Lean On (J Balvin & Farruko Remix),2898390,Major Lazer,665
Pon de Floor,394471,Major Lazer,665
You’re No Good,145027,Major Lazer,665
Hell and High Water,6062024,Major Lazer,665
Майор лазер (Major Lazer),2975460,Элджей (Eldzhey),662644
Run Up (Afrosmash Remix),3086355,Major Lazer,665
Cold Water (Don Omar Remix),2905368,Major Lazer,665
Cold Water (Remix),2836774,Major Lazer,665
Can’t Take It from Me,4538030,Major Lazer,665
Can’t Stop Now (Kicks Like A Mule Remix),81621,Major Lazer,665
Let Me Live (My Nu Leng Remix),3811605,Rudimental & Major Lazer,1498971
Thunder & Lightning,2402993,Major Lazer,665
Jump,3108247,Major Lazer,665
Dale Asi,370212,Major Lazer,665
Que Calor (Saweetie Remix),5044246,Major Lazer & J Balvin,2444727
Loko,3707897,Tropkillaz & Major Lazer,1470026
Not The Same*,2866412,Major Lazer,665
Keep It Goin’ Louder,1321,Major Lazer,665
C’est Cuit,6621950,Major Lazer,665
Unforgettable (Major Lazer Remix),3101275,French Montana,1583
Front of the Line,3108246,Major Lazer,665
Boulevard of Broken Dreams,63759,Green Day,632
American Idiot,72937,Green Day,632
Holiday,63758,Green Day,632
Wake Me Up When September Ends,66873,Green Day,632
Basket Case,63323,Green Day,632
Good Riddance (Time of Your Life),69679,Green Day,632
21 Guns,182153,Green Day,632
Jesus of Suburbia,63752,Green Day,632
Brain Stew,227497,Green Day,632
When I Come Around,132270,Green Day,632
Longview,80839,Green Day,632
Bang Bang,2830424,Green Day,632
Homecoming,66874,Green Day,632
She,132235,Green Day,632
Whatsername,66875,Green Day,632
Welcome to Paradise,1243,Green Day,632
Letterbomb,66871,Green Day,632
St. Jimmy,63762,Green Day,632
Give Me Novacaine,66868,Green Day,632
Are We the Waiting,63761,Green Day,632
Coming Clean,132266,Green Day,632
Father Of All...,4856630,Green Day,632
She’s a Rebel,66869,Green Day,632
Still Breathing,2836439,Green Day,632
21st Century Breakdown,81468,Green Day,632
The American Dream is Killing Me,9639207,Green Day,632
Burnout,128772,Green Day,632
Minority,90484,Green Day,632
Hitchin’ a Ride,111655,Green Day,632
¿Viva la Gloria? (Little Girl),270479,Green Day,632
Know Your Enemy,81469,Green Day,632
Extraordinary Girl,66870,Green Day,632
F.O.D.,140996,Green Day,632
Jaded,267706,Green Day,632
Warning,90163,Green Day,632
Back in the USA,3271185,Green Day,632
¡Viva la Gloria!,81473,Green Day,632
American Eulogy: Mass Hysteria / Modern World,270667,Green Day,632
King for a Day,175117,Green Day,632
Last Night on Earth,266618,Green Day,632
Having a Blast,104405,Green Day,632
East Jesus Nowhere,246646,Green Day,632
Macy’s Day Parade,90244,Green Day,632
Pulling Teeth,132268,Green Day,632
Revolution Radio,2836374,Green Day,632
Chump,131390,Green Day,632
All by Myself,140997,Green Day,632
Nice Guys Finish Last,132525,Green Day,632
Kill the DJ,84729,Green Day,632
Forever Now,2837603,Green Day,632
Dilemma,9659381,Green Day,632
Redundant,132528,Green Day,632
Too Dumb to Die,2837601,Green Day,632
Oh Love,81462,Green Day,632
One Eyed Bastard,9136578,Green Day,632
Waiting,442567,Green Day,632
Ordinary World,2836469,Green Day,632
"Look Ma, No Brains!",9647004,Green Day,632
Sassafras Roots,132269,Green Day,632
Bobby Sox,9659380,Green Day,632
"Fire, Ready, Aim",4911310,Green Day,632
Walking Contradiction,79207,Green Day,632
Oh Yeah!,5157354,Green Day,632
Somewhere Now,2836370,Green Day,632
Platypus (I Hate You),132533,Green Day,632
Outlaws,2836379,Green Day,632
Peacemaker,246645,Green Day,632
Geek Stink Breath,50647,Green Day,632
Troubled Times,2837602,Green Day,632
In the End,140995,Green Day,632
2000 Light Years Away,99922,Green Day,632
Restless Heart Syndrome,270626,Green Day,632
Before the Lobotomy,81486,Green Day,632
Youngblood,2837598,Green Day,632
Armatage Shanks,361820,Green Day,632
Going to Pasalacqua,99889,Green Day,632
Emenius Sleepus,140994,Green Day,632
1981,9335854,Green Day,632
Last of the American Girls,270468,Green Day,632
"Blood, Sex, and Booze",90168,Green Day,632
Love Scars,3005836,Trippie Redd,1086436
Dark Knight Dummo,3323370,Trippie Redd,1086436
Poles 1469,3069158,Trippie Redd & 6ix9ine,1986292
Miss the Rage,6299714,Trippie Redd & Playboi Carti,2796730
I Kill People!,3704741,Trippie Redd,1086436
