movie,processed_movie,Associated Music Genres,track_genre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
   Pirates of the Caribbean,pirates of the caribbean,"folk,goth,french,indie-pop","folk,goth,french,indie-pop",0.5733066499999999,0.61072665505,-8.260188,0.63625,0.08107637499999998,0.34036928739,0.08946520308749996,0.187090975,0.456175925,120.184055
   Coco (2017),coco,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   The Lord of the Rings,the lord of the rings,"acoustic,folk,ambient,epic-fantasy,soundtrack,new-age,alternative,world-music,rock","acoustic,folk,ambient,epic-fantasy,soundtrack,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Finding Nemo (Franchise),finding nemo,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Toy Story (Franchise),toy story,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   The Princess and the Frog (2009),the princess and the frog,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Winnie the Pooh (2011),winnie the pooh,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Forrest Gump (1994),forrest gump,"acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul","acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul",0.5695769363636364,0.5482125304181817,-8.825207272727273,0.7174545454545455,0.06164125454545453,0.4114095740709091,0.07334597781545453,0.17531086363636364,0.4789028909090909,120.24758363636364
   Once Upon a Time in Hollywood (2019),once upon a time in hollywood,"jazz, r-n-b, soul, singer-songwriter, indie, folk, romantic","jazz, r-n-b, soul, singer-songwriter, indie, folk, romantic",0.5099750000000001,0.35295443,-11.578765,0.756,0.055013,0.715815707,0.0795610789699999,0.1700251,0.490289,112.636469
   The Hunger Games,the hunger games,"acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,chill,synth-pop,retro,synthwave,drum-and-bass,space,new-age,rock,metal,world-music,electronic","acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,chill,synth-pop,retro,synthwave,drum-and-bass,space,new-age,rock,metal,world-music,electronic",0.51869196,0.6186749633533333,-8.712950666666666,0.6546000000000001,0.06440971333333331,0.30127850114800003,0.182858606926,0.19260569733333327,0.40087452399999995,124.23598773333333
   Charlie and the Chocolate Factory (2005),charlie and the chocolate factory,"acoustic,folk,ambient,upbeat,children,pop,singer-songwriter,kids,new-age,alternative,world-music,rock,fun","acoustic,folk,ambient,upbeat,children,pop,singer-songwriter,kids,new-age,alternative,world-music,rock,fun",0.5482156727272728,0.5012113209363637,-10.183824636363637,0.7269090909090908,0.06618020000000001,0.4484843231354546,0.15758259626363635,0.1768400636363636,0.44052096909090904,119.2959699090909
   Cars (Franchise),cars,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Up (2009),up,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   The Godfather,the godfather,"acoustic,piano,reggae,dubstep,singer-songwriter,trap,rock,indie-pop,drum-and-bass,grime,hip-hop,alternative,electronic,indie","acoustic,piano,reggae,dubstep,singer-songwriter,trap,rock,indie-pop,drum-and-bass,grime,hip-hop,alternative,electronic,indie",0.5874911916666666,0.6203974053333333,-7.742259999999999,0.6514166666666666,0.07497224999999998,0.30175639684500005,0.12195322052083331,0.17849174999999998,0.441535875,124.42642974999997
   To All the Boys I've Loved Before (2018),to all the boys i've loved before,"acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul","acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul",0.5695769363636364,0.5482125304181817,-8.825207272727273,0.7174545454545455,0.06164125454545453,0.4114095740709091,0.07334597781545453,0.17531086363636364,0.4789028909090909,120.24758363636364
   Zootopia (2016),zootopia,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Hotel Transylvania (2012),hotel transylvania,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Se7en (1995),se7en,"piano,downtempo,indie-pop,dubstep,singer-songwriter,synthwave,grime,dark-ambient,trip-hop,acoustic,reggae,ambient,trap,chill,electronic,alternative,drum-and-bass,hip-hop,rock,indie","piano,downtempo,indie-pop,dubstep,singer-songwriter,synthwave,grime,dark-ambient,trip-hop,acoustic,reggae,ambient,trap,chill,electronic,alternative,drum-and-bass,hip-hop,rock,indie",0.58112014,0.5820677702666667,-8.747291866666666,0.6355333333333333,0.0746466133333333,0.3438385645393334,0.180096212546,0.17531507999999996,0.4231844666666666,122.56355186666666
   Heathers (1988),heathers,"reggae,dubstep,trap,drum-and-bass,grime,hip-hop,electronic","reggae,dubstep,trap,drum-and-bass,grime,hip-hop,electronic",0.6376006,0.74773546,-5.5280028,0.5208,0.10190863999999997,0.13734462599199998,0.14538514642,0.19838657999999995,0.4367597,129.6916888
   Men in Black,men in black,"acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,drum-and-bass,new-age,rock,metal,world-music,electronic","acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,drum-and-bass,new-age,rock,metal,world-music,electronic",0.4996438769230769,0.6261743577153845,-8.617587769230768,0.6610769230769231,0.06274165384615384,0.29482755432076924,0.19096407796384612,0.19513202307692307,0.3863824046153846,125.01618523076922
   How to Train Your Dragon (Franchise),how to train your dragon,"acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,drum-and-bass,new-age,rock,metal,world-music,electronic","acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,drum-and-bass,new-age,rock,metal,world-music,electronic",0.4996438769230769,0.6261743577153845,-8.617587769230768,0.6610769230769231,0.06274165384615384,0.29482755432076924,0.19096407796384612,0.19513202307692307,0.3863824046153846,125.01618523076922
   Beauty and the Beast (1991),beauty and the beast,"acoustic,folk,ambient,upbeat,children,pop,epic-fantasy,singer-songwriter,soundtrack,kids,new-age,alternative,world-music,rock,fun","acoustic,folk,ambient,upbeat,children,pop,epic-fantasy,singer-songwriter,soundtrack,kids,new-age,alternative,world-music,rock,fun",0.5482156727272728,0.5012113209363637,-10.183824636363637,0.7269090909090908,0.06618020000000001,0.4484843231354546,0.15758259626363635,0.1768400636363636,0.44052096909090904,119.2959699090909
   Ice Age (Franchise),ice age,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Kung Fu Panda (franchise),kung fu panda,"acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,drum-and-bass,new-age,rock,metal,world-music,electronic","acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,drum-and-bass,new-age,rock,metal,world-music,electronic",0.4996438769230769,0.6261743577153845,-8.617587769230768,0.6610769230769231,0.06274165384615384,0.29482755432076924,0.19096407796384612,0.19513202307692307,0.3863824046153846,125.01618523076922
   High School Musical (Film Trilogy),high school musical,"romantic,happy,pop","romantic,happy,pop",0.5916440000000001,0.758704,-6.1853169999999995,0.54,0.09991805000000001,0.20046801844999995,0.13633369123999994,0.2211993,0.41684509999999997,136.9180175
   The Spider-Man Trilogy,the spider-man trilogy,"rock,jazz,alternative,trip-hop","rock,jazz,alternative,trip-hop",0.5620515,0.5936046325000001,-8.3904845,0.6415,0.062834925,0.32462310311,0.13061482977249997,0.18356405,0.500707625,119.98342925
   DC Extended Universe,dc extended universe,"acoustic,punk,ambient,dubstep,hard-rock,ambient","acoustic,punk,ambient,dubstep,hard-rock,ambient",0.4642402666666667,0.5455621133333333,-10.698076166666667,0.673,0.057897183333333296,0.40225718740166666,0.26205997027333333,0.17477169999999995,0.3501138499999999,122.30848433333334
   The Jungle Book (1967),the jungle book,"acoustic,indie,folk,ambient,piano,upbeat,children,pop,singer-songwriter,indie-pop,kids,new-age,alternative,world-music,rock,fun","acoustic,indie,folk,ambient,piano,upbeat,children,pop,singer-songwriter,indie-pop,kids,new-age,alternative,world-music,rock,fun",0.5483651928571429,0.49648274959285715,-10.3798975,0.7299999999999999,0.06452497857142855,0.45650352511785713,0.167468369195,0.17270587857142855,0.43482638285714287,119.2580574285714
   The Kissing Booth,the kissing booth,"folk,romantic,pop,singer-songwriter,r-n-b,indie,soul","folk,romantic,pop,singer-songwriter,r-n-b,indie,soul",0.5921248333333334,0.5524377617666667,-8.312599,0.7131666666666666,0.06701179999999998,0.4207152552383333,0.025165086723333317,0.18150084999999996,0.50592575,119.48258016666666
   Megamind (2010),megamind,"punk,dubstep,hard-rock,drum-and-bass,rock,metal,electronic","punk,dubstep,hard-rock,drum-and-bass,rock,metal,electronic",0.5280632857142857,0.7792017714285714,-5.847198714285715,0.6102857142857143,0.07351422857142854,0.1060614877685714,0.12675686762,0.2036889428571428,0.4302592428571428,132.1474682857143
   Coraline (2009),coraline,"acoustic,piano,folk,children,pop,singer-songwriter,rock,indie-pop,kids,alternative,upbeat,indie,fun","acoustic,piano,folk,children,pop,singer-songwriter,rock,indie-pop,kids,alternative,upbeat,indie,fun",0.5951108454545455,0.5423735767272727,-8.979926363636364,0.7344545454545454,0.07039645454545453,0.40824457498,0.07849920745545454,0.1670650818181818,0.49878260909090905,120.83156527272727
   Bohemian Rhapsody (2018),bohemian rhapsody,"acoustic,country,folk,piano,jazz,funk,blues,pop,singer-songwriter,rock,indie-pop,hip-hop,alternative,r-n-b,indie,soul","acoustic,country,folk,piano,jazz,funk,blues,pop,singer-songwriter,rock,indie-pop,hip-hop,alternative,r-n-b,indie,soul",0.58209501875,0.5548439977875,-8.5591209375,0.7058749999999999,0.07007842499999999,0.40340584994875,0.05904676289749999,0.17754465000000003,0.5021646375,119.40105956249998
   Monsters Inc. (2001),"monsters, inc.","acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   1917 (2019),1917,"acoustic,piano,punk,patriotic,dubstep,hard-rock,alternative,soundtrack,singer-songwriter,indie-pop,drum-and-bass,rock,metal,world-music,electronic,indie","acoustic,piano,punk,patriotic,dubstep,hard-rock,alternative,soundtrack,singer-songwriter,indie-pop,drum-and-bass,rock,metal,world-music,electronic,indie",0.5306640928571429,0.6438871145928572,-7.7821830714285705,0.6880714285714287,0.06404060714285711,0.2690777892807143,0.12104689381285713,0.1895479,0.41698852571428563,126.05453314285714
   The Great Gatsby (2013),the great gatsby,"jazz,piano,funk,pop,downtempo,indie-pop,singer-songwriter,synthwave,dark-ambient,trip-hop,acoustic,ambient,chill,electronic,alternative,blues,hip-hop,rock,r-n-b,indie,soul","jazz,piano,funk,pop,downtempo,indie-pop,singer-songwriter,synthwave,dark-ambient,trip-hop,acoustic,ambient,chill,electronic,alternative,blues,hip-hop,rock,r-n-b,indie,soul",0.5844202833333333,0.5397717641444444,-9.226506833333332,0.6596666666666666,0.0734489611111111,0.40952571695722223,0.13267726598833332,0.1758872833333333,0.4702069722222222,118.68155999999999
   The Rocky Horror Picture Show (1975),the rocky horror picture show,"darkwave,dance,ambient,r-n-b,pop,singer-songwriter,dark-ambient,noise,musical-theatre,metal,electronic,indie,industrial,soul","darkwave,dance,ambient,r-n-b,pop,singer-songwriter,dark-ambient,noise,musical-theatre,metal,electronic,indie,industrial,soul",0.5697606799999999,0.6111334960600001,-8.3400032,0.6407999999999999,0.07114101999999996,0.32077738020400004,0.13032273715999998,0.18392912999999994,0.44996395999999994,120.7353899
   Baby Driver (2017),baby driver,"acoustic,piano,punk,reggae,dubstep,hard-rock,alternative,singer-songwriter,trap,indie-pop,drum-and-bass,grime,hip-hop,rock,metal,electronic,indie","acoustic,piano,punk,reggae,dubstep,hard-rock,alternative,singer-songwriter,trap,indie-pop,drum-and-bass,grime,hip-hop,rock,metal,electronic,indie",0.56641402,0.6593169242666667,-7.387135333333331,0.6526,0.07337061999999997,0.255844491564,0.10776964105466666,0.1856168133333333,0.4524213933333333,125.33379579999999
   Cinderella (1950),cinderella,"acoustic,indie,folk,ambient,piano,upbeat,children,pop,singer-songwriter,indie-pop,kids,new-age,alternative,world-music,rock,fun","acoustic,indie,folk,ambient,piano,upbeat,children,pop,singer-songwriter,indie-pop,kids,new-age,alternative,world-music,rock,fun",0.5483651928571429,0.49648274959285715,-10.3798975,0.7299999999999999,0.06452497857142855,0.45650352511785713,0.167468369195,0.17270587857142855,0.43482638285714287,119.2580574285714
   Inglourious Basterds (2009),inglourious basterds,"acoustic,indie,folk,ambient,piano,patriotic,punk,soundtrack,singer-songwriter,indie-pop,new-age,alternative,metal,world-music,rock","acoustic,indie,folk,ambient,piano,patriotic,punk,soundtrack,singer-songwriter,indie-pop,new-age,alternative,metal,world-music,rock",0.5011819,0.5297302857153846,-10.153203384615383,0.7256923076923077,0.05478919999999997,0.4181731502184615,0.18144171259769232,0.17902556153846153,0.39844013538461537,120.39244676923076
   The Nightmare Before Christmas (1993),the nightmare before christmas,"folk,ambient,children,pop,epic-fantasy,singer-songwriter,soundtrack,kids,world-music,alternative,upbeat,rock,fun","folk,ambient,children,pop,epic-fantasy,singer-songwriter,soundtrack,kids,world-music,alternative,upbeat,rock,fun",0.5702583111111111,0.5403839789222222,-9.339307222222223,0.7253333333333333,0.07100849999999999,0.3936098593511111,0.10911686879777777,0.1768339555555555,0.47094894000000004,120.58736655555555
   Moana (2016),moana,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Portrait of a Lady on Fire (2019),portrait of a lady on fire,"acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul","acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul",0.5695769363636364,0.5482125304181817,-8.825207272727273,0.7174545454545455,0.06164125454545453,0.4114095740709091,0.07334597781545453,0.17531086363636364,0.4789028909090909,120.24758363636364
   Clueless (1995),clueless,"folk,romantic,pop,singer-songwriter,r-n-b,indie,soul","folk,romantic,pop,singer-songwriter,r-n-b,indie,soul",0.5921248333333334,0.5524377617666667,-8.312599,0.7131666666666666,0.06701179999999998,0.4207152552383333,0.025165086723333317,0.18150084999999996,0.50592575,119.48258016666666
   The Little Mermaid (1989),the little mermaid,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Lolita (1997),lolita,"piano,pop,indie-pop,folk,dubstep,singer-songwriter,grime,acoustic,reggae,trap,electronic,alternative,romantic,drum-and-bass,hip-hop,rock,r-n-b,indie,soul","piano,pop,indie-pop,folk,dubstep,singer-songwriter,grime,acoustic,reggae,trap,electronic,alternative,romantic,drum-and-bass,hip-hop,rock,r-n-b,indie,soul",0.59083433125,0.6105634459125,-7.794830874999999,0.6559999999999999,0.07422481249999999,0.32576427779625,0.09585821800437498,0.18252202499999998,0.46573314374999997,123.1988665
   Despicable Me,despicable me,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Pride and Prejudice (2005),pride and prejudice,"acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul","acoustic,piano,folk,romantic,pop,singer-songwriter,rock,indie-pop,alternative,r-n-b,indie,soul",0.5695769363636364,0.5482125304181817,-8.825207272727273,0.7174545454545455,0.06164125454545453,0.4114095740709091,0.07334597781545453,0.17531086363636364,0.4789028909090909,120.24758363636364
   A Clockwork Orange (1971),a clockwork orange,"reggae,ambient,dubstep,synth-pop,retro,synthwave,trap,drum-and-bass,space,grime,hip-hop,chill,electronic","reggae,ambient,dubstep,synth-pop,retro,synthwave,trap,drum-and-bass,space,grime,hip-hop,chill,electronic",0.60510985,0.63946211125,-8.11337475,0.556125,0.08770117499999996,0.26874154767624997,0.207936622945,0.18419814499999992,0.4176804125,124.737622625
   101 Dalmatians (1996),101 dalmatians,"acoustic,folk,ambient,reggae,dubstep,trap,drum-and-bass,grime,hip-hop,new-age,alternative,world-music,electronic,rock","acoustic,folk,ambient,reggae,dubstep,trap,drum-and-bass,grime,hip-hop,new-age,alternative,world-music,electronic,rock",0.5442116166666666,0.591966887525,-8.783562083333331,0.63725,0.07170899999999998,0.33219104857083337,0.19526158076916666,0.18961160833333326,0.3944881383333334,122.91315099999998
   A Goofy Movie (1995),a goofy movie,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   The Fast and the Furious,the fast and the furious,"punk,reggae,dubstep,hard-rock,ambient,synthwave,trap,drum-and-bass,dark-ambient,grime,hip-hop,rock,metal,chill,electronic","punk,reggae,dubstep,hard-rock,ambient,synthwave,trap,drum-and-bass,dark-ambient,grime,hip-hop,rock,metal,chill,electronic",0.5645582545454545,0.6842380081818181,-7.387886181818183,0.5936363636363637,0.0821897727272727,0.22031293614363626,0.15956847291545453,0.19129817272727265,0.4347144727272727,126.20563336363635
   The Wizard of Oz (1939),the wizard of oz,"acoustic,folk,ambient,upbeat,children,pop,epic-fantasy,singer-songwriter,soundtrack,kids,new-age,alternative,world-music,rock,fun","acoustic,folk,ambient,upbeat,children,pop,epic-fantasy,singer-songwriter,soundtrack,kids,new-age,alternative,world-music,rock,fun",0.5482156727272728,0.5012113209363637,-10.183824636363637,0.7269090909090908,0.06618020000000001,0.4484843231354546,0.15758259626363635,0.1768400636363636,0.44052096909090904,119.2959699090909
   Pulp Fiction (1994),pulp fiction,"acoustic,piano,reggae,dubstep,singer-songwriter,trap,rock,indie-pop,drum-and-bass,grime,hip-hop,alternative,electronic,indie","acoustic,piano,reggae,dubstep,singer-songwriter,trap,rock,indie-pop,drum-and-bass,grime,hip-hop,alternative,electronic,indie",0.5874911916666666,0.6203974053333333,-7.742259999999999,0.6514166666666666,0.07497224999999998,0.30175639684500005,0.12195322052083331,0.17849174999999998,0.441535875,124.42642974999997
   The Hangover Trilogy,the hangover trilogy,"pop,hip-hop,dubstep,singer-songwriter,indie","pop,hip-hop,dubstep,singer-songwriter,indie",0.6067952,0.60766326,-7.2128841999999995,0.6368,0.08296995999999997,0.31692968382599995,0.038741864072000004,0.17221611999999997,0.44228681999999997,122.0318276
   The Croods (2013),the croods,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
   Happy Death Day,happy death day,"darkwave,chill,ambient,synthwave,downtempo,dark-ambient,noise,metal,trip-hop,electronic,industrial","darkwave,chill,ambient,synthwave,downtempo,dark-ambient,noise,metal,trip-hop,electronic,industrial",0.5524261333333333,0.6138363816666667,-9.482509833333335,0.5751666666666667,0.07647954999999995,0.29789009420999996,0.29055590477,0.1861244166666666,0.3806641333333333,120.50377166666668
   Edward Scissorhands (1990),edward scissorhands,"acoustic,piano,folk,ambient,romantic,epic-fantasy,singer-songwriter,soundtrack,pop,rock,indie-pop,alternative,world-music,r-n-b,indie,soul","acoustic,piano,folk,ambient,romantic,epic-fantasy,singer-songwriter,soundtrack,pop,rock,indie-pop,alternative,world-music,r-n-b,indie,soul",0.5421373153846154,0.5231143357615384,-9.622784,0.7216153846153845,0.058567984615384594,0.43091091689615385,0.12114236460769227,0.17754578461538456,0.43736348153846155,119.63309692307692
"  I, Tonya (2017)","i, tonya","acoustic,country,folk,piano,pop,singer-songwriter,rock,indie-pop,alternative,indie","acoustic,country,folk,piano,pop,singer-songwriter,rock,indie-pop,alternative,indie",0.56061403,0.5455140764000002,-8.853510799999999,0.7369999999999999,0.05710724999999998,0.40746050111800003,0.078879845033,0.16615686999999996,0.46329388,120.80186189999999
   Grease (1978),grease,"punk,dubstep,hard-rock,drum-and-bass,rock,metal,electronic","punk,dubstep,hard-rock,drum-and-bass,rock,metal,electronic",0.5280632857142857,0.7792017714285714,-5.847198714285715,0.6102857142857143,0.07351422857142854,0.1060614877685714,0.12675686762,0.2036889428571428,0.4302592428571428,132.1474682857143
   Mad Max,mad max,"acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,chill,synth-pop,retro,synthwave,drum-and-bass,space,new-age,rock,metal,world-music,electronic","acoustic,folk,punk,ambient,dubstep,hard-rock,alternative,chill,synth-pop,retro,synthwave,drum-and-bass,space,new-age,rock,metal,world-music,electronic",0.51869196,0.6186749633533333,-8.712950666666666,0.6546000000000001,0.06440971333333331,0.30127850114800003,0.182858606926,0.19260569733333327,0.40087452399999995,124.23598773333333
   Ratatouille (2007),ratatouille,"acoustic,folk,ambient,new-age,alternative,world-music,rock","acoustic,folk,ambient,new-age,alternative,world-music,rock",0.4775052,0.4807036214714285,-11.108961571428571,0.7204285714285714,0.05013782857142855,0.4713670646985714,0.2308876053042857,0.18334377142857136,0.3642941657142857,118.07133828571429
